,state,county,parameter,county_code,site_number,parameter_code,year,observation_count,exceptional_data_count,null_observation_count,arithmetic_mean,standard_deviation
664,GA,Richmond,Sulfur dioxide,245.0,91.0,42401.0,2014.5,4989.0625,0.0,133.0,3.2116570000000007,5.223960375
665,GA,Rockdale,Nitrogen dioxide (NO2),247.0,1.0,42602.0,2013.5,8485.25,0.0,280.75,5.8844108749999995,3.5110224999999997
666,GA,Rockdale,Ozone,247.0,1.0,44201.0,2014.0,5389.9,0.0,24.45,0.04664985,0.0131655
667,GA,Sumter,Ozone,261.0,1001.0,44201.0,2014.0,5400.1,0.0,19.4,0.041083100000000004,0.010459600000000003
668,GA,Walker,PM2.5 - Local Conditions,295.0,2.0,88101.0,2014.0,113.57142857142857,0.2857142857142857,9.0,10.00579228571428,4.808036714285715
669,GA,Washington,PM10 Total 0-10um STP,303.0,1.0,81102.0,2012.0,55.0,0.0,7.0,16.181818,5.182201999999999
670,GA,Washington,PM2.5 - Local Conditions,303.0,1.0,88101.0,2014.0,113.71428571428571,0.2857142857142857,10.285714285714286,9.261911,3.7741378571428568
671,GA,Wilkinson,PM2.5 - Local Conditions,319.0,1.0,88101.0,2014.0,111.14285714285714,0.2857142857142857,11.571428571428571,10.31891814285714,5.230833285714286
672,HI,Hawaii,PM2.5 - Local Conditions,1.0,1556.2767295597484,88101.0,2014.0377358490566,1685.2138364779873,299.62683438155136,128.39622641509433,8.00738371907758,4.038604146750519
673,HI,Hawaii,Sulfur dioxide,1.0,1482.9323671497584,42401.0,2014.0628019323672,14098.263285024155,2568.917874396135,733.1425120772947,17.66004871739132,30.979226937198053
674,HI,Honolulu,Carbon monoxide,3.0,340.3333333333333,42101.0,2014.0,7897.3,0.0,439.03333333333336,0.3846099333333333,0.15743526666666668
675,HI,Honolulu,Lead (TSP) LC,3.0,10.0,14129.0,2014.0,48.6,0.0,6.7,0.0008956999999999999,0.0006033
676,HI,Honolulu,Nitrogen dioxide (NO2),3.0,10.0,42602.0,2014.0,7651.0,0.0,1118.6,6.4584491,4.4680943
677,HI,Honolulu,Ozone,3.0,507.0,44201.0,2014.0,7015.95,0.0,306.8,0.028808499999999997,0.00945955
678,HI,Honolulu,PM10 Total 0-10um STP,3.0,1005.0,81102.0,2013.4285714285713,4330.214285714285,0.38095238095238093,228.6904761904762,15.650764928571427,7.328262571428572
679,HI,Honolulu,PM2.5 - Local Conditions,3.0,936.9915254237288,88101.0,2013.7288135593221,1769.3559322033898,0.06779661016949153,123.03389830508475,4.617871262711868,3.00166972881356
680,HI,Honolulu,Sulfur dioxide,3.0,345.4153846153846,42401.0,2014.0923076923077,11427.030769230769,0.0,1302.7846153846153,1.0625822000000003,1.0253208923076924
681,HI,Kauai,Carbon monoxide,7.0,7.0,42101.0,2012.5,5098.5,0.0,326.0,0.5109492499999999,0.1720745
682,HI,Kauai,Nitrogen dioxide (NO2),7.0,7.0,42602.0,2014.0,7037.8,0.0,1731.8,5.247521999999999,6.7743573
683,HI,Kauai,PM2.5 - Local Conditions,7.0,7.0,88101.0,2013.4285714285713,1933.6571428571428,1.8857142857142857,95.34285714285714,5.050561599999998,3.046289971428571
684,HI,Kauai,Sulfur dioxide,7.0,7.0,42401.0,2014.1363636363637,12018.272727272728,0.0,2118.681818181818,1.5647212272727276,2.930120409090909
685,HI,Maui,PM2.5 - Local Conditions,9.0,16.0,88101.0,2014.4545454545455,1834.8909090909092,0.0,148.43636363636364,4.937957145454546,3.848055690909093
686,ID,Ada,Carbon monoxide,1.0,15.666666666666666,42101.0,2014.0,8117.2,0.0,250.33333333333334,0.30130216666666665,0.20077516666666667
687,ID,Ada,Lead PM10 LC FRM/FEM,1.0,10.0,85129.0,2014.0,43.2,0.0,3.0,0.0010081,0.0018393000000000003
688,ID,Ada,Nitrogen dioxide (NO2),1.0,23.0,42602.0,2013.7777777777778,4768.444444444444,301.44444444444446,477.44444444444446,18.57516383333333,8.347268333333334
689,ID,Ada,Ozone,1.0,14.8125,44201.0,2014.25,4591.796875,5.25,44.21875,0.048473390624999994,0.010502890624999995
690,ID,Ada,PM10 Total 0-10um STP,1.0,9.0,81102.0,2013.4285714285713,4329.785714285715,6.857142857142857,225.35714285714286,24.169915357142855,25.307718571428573
691,ID,Ada,PM2.5 - Local Conditions,1.0,10.0,88101.0,2015.25,86.0,2.75,3.375,7.163310875000004,7.028465250000002
692,ID,Ada,Sulfur dioxide,1.0,10.0,42401.0,2014.0,20007.48,0.0,911.8,1.3959193599999997,0.89979852
693,ID,Bannock,PM10 Total 0-10um STP,5.0,18.055555555555557,81102.0,2013.388888888889,3982.0,4.666666666666667,79.88888888888889,21.227869888888886,21.40539097222222
694,ID,Bannock,PM2.5 - Local Conditions,5.0,20.0,88101.0,2014.2857142857142,1096.5873015873017,9.26984126984127,53.904761904761905,6.4906369047619,5.629593158730161
695,ID,Bannock,Sulfur dioxide,5.0,4.0,42401.0,2014.0,24572.4,0.0,605.52,6.10611792,9.58286348
696,ID,Benewah,PM2.5 - Local Conditions,9.0,10.0,88101.0,2015.2,624.1333333333333,431.46666666666664,22.266666666666666,8.932716266666667,7.410187199999996
697,ID,Bonner,PM10 Total 0-10um STP,17.0,3.4,81102.0,2013.9,3329.2,4.8,288.95,14.877559399999999,14.351067650000001
698,ID,Butte,Ozone,23.0,101.0,44201.0,2014.0,7943.7,0.0,50.6,0.049679400000000005,0.006736099999999999
699,ID,Canyon,PM10 Total 0-10um STP,27.0,2.0,81102.0,2013.4285714285713,4338.642857142857,6.714285714285714,217.64285714285714,22.155080642857143,24.04300278571429
700,ID,Canyon,PM2.5 - Local Conditions,27.0,2.0,88101.0,2015.25,70.5,2.0,4.0,9.0284805,8.128441749999997
701,ID,Caribou,Sulfur dioxide,29.0,31.0,42401.0,2014.0,24408.28,0.0,765.92,2.025493,3.2169701199999996
702,ID,Franklin,PM2.5 - Local Conditions,41.0,1.0,88101.0,2014.4893617021276,1348.9574468085107,1095.1914893617022,32.234042553191486,7.026949404255314,7.574219148936174
703,ID,Jerome,PM2.5 - Local Conditions,53.0,3.0,88101.0,2015.5,622.2,0.0,419.0,3.2660957,2.7110015
704,ID,Lemhi,PM2.5 - Local Conditions,59.0,4.0,88101.0,2013.945945945946,1204.7702702702702,72.78378378378379,48.9054054054054,13.277601513513511,13.211863108108112
705,ID,Shoshone,PM10 Total 0-10um STP,79.0,17.0,81102.0,2014.0,4392.944444444444,15.88888888888889,161.05555555555554,16.16675633333334,19.242373777777786
706,ID,Shoshone,PM2.5 - Local Conditions,79.0,17.0,88101.0,2013.8684210526317,1278.6184210526317,55.36842105263158,153.28947368421052,12.827269552631583,10.521921210526308
707,IL,Adams,Ozone,1.0,7.0,44201.0,2014.0,5809.4,0.0,79.4,0.04298614999999999,0.010342849999999999
708,IL,Champaign,Carbon monoxide,19.0,1001.0,42101.0,2014.25,21264.0,0.0,1450.25,0.13941133333333333,0.06176449999999999
709,IL,Champaign,Ozone,19.0,504.0,44201.0,2014.0,7721.025,0.0,128.325,0.044802,0.011318999999999996
710,IL,Champaign,PM2.5 - Local Conditions,19.0,649.8235294117648,88101.0,2015.1470588235295,571.2058823529412,0.0,97.61764705882354,8.457766676470584,4.246210823529413
711,IL,Champaign,Sulfur dioxide,19.0,1001.0,42401.0,2014.1363636363637,13005.545454545454,0.0,543.8181818181819,1.2868305909090907,3.2039733181818177
712,IL,Clark,Ozone,23.0,1.0,44201.0,2014.0,4496.1,0.0,82.85,0.04372015,0.011093599999999999
713,IL,Cook,Carbon monoxide,31.0,3797.4444444444443,42101.0,2013.111111111111,7255.666666666667,0.0,690.1666666666666,0.3128071111111111,0.1375137777777778
714,IL,Cook,Lead (TSP) LC,31.0,1543.388888888889,14129.0,2013.638888888889,48.611111111111114,1.6111111111111112,3.8055555555555554,0.015551666666666662,0.01497213888888889
715,IL,Cook,Nitrogen dioxide (NO2),31.0,2289.0,42602.0,2014.0,7774.04,0.0,710.72,23.224595499999996,11.2953975
716,IL,Cook,Ozone,31.0,2350.7115384615386,44201.0,2013.9423076923076,6472.514423076923,24.58653846153846,64.90384615384616,0.04350129807692306,0.013574644230769244
717,IL,Cook,PM10 Total 0-10um STP,31.0,1661.6896551724137,81102.0,2014.0689655172414,2342.9655172413795,0.0,340.0689655172414,26.079962586206896,17.010990344827583
718,IL,Cook,PM2.5 - Local Conditions,31.0,2014.950354609929,88101.0,2015.0354609929077,82.76241134751773,19.347517730496453,26.28723404255319,10.58006368085107,6.816378744680858
719,IL,Cook,Sulfur dioxide,31.0,2325.821917808219,42401.0,2013.8082191780823,4768.86301369863,0.0,321.7260273972603,1.8586179726027394,2.217642328767124
720,IL,DuPage,Ozone,43.0,6001.0,44201.0,2014.0,5501.4,0.0,91.8,0.04291905,0.01312205
721,IL,DuPage,PM2.5 - Local Conditions,43.0,4002.0,88101.0,2015.0,102.6,0.4,19.0,8.824943000000001,4.924904600000001
722,IL,Effingham,Ozone,49.0,1001.0,44201.0,2014.0,4602.95,0.0,42.6,0.04510499999999999,0.01093845
723,IL,Hamilton,Ozone,65.0,2.0,44201.0,2014.0,4605.6,0.0,42.9,0.0466561,0.0110375
724,IL,Hamilton,PM2.5 - Local Conditions,65.0,2.0,88101.0,2015.2941176470588,170.94117647058823,0.0,21.529411764705884,8.905877764705883,4.514471000000001
725,IL,Jersey,Ozone,83.0,1001.0,44201.0,2014.0,4528.0,0.0,64.25,0.046685599999999994,0.0127982
726,IL,Jersey,PM2.5 - Local Conditions,83.0,1001.0,88101.0,2015.2941176470588,197.47058823529412,0.0,22.058823529411764,8.646453,4.459951941176471
727,IL,Jo Daviess,Ozone,85.0,9991.0,44201.0,2014.0,7509.75,0.0,199.8,0.0441742,0.011216600000000002
728,IL,Kane,Lead (TSP) LC,89.0,113.0,14129.0,2014.5,45.5,0.0,4.25,0.02884275,0.03145825
729,IL,Kane,Ozone,89.0,5.0,44201.0,2014.0,7769.35,0.0,97.75,0.0425436,0.01271475
730,IL,Kane,PM2.5 - Local Conditions,89.0,5.0,88101.0,2015.0,93.4,0.4,23.4,8.986274999999997,4.898969499999997
731,IL,La Salle,Sulfur dioxide,99.0,7.0,42401.0,2014.0,5062.55,0.0,117.2,1.00406385,1.1045267499999998
732,IL,Lake,Ozone,97.0,1007.0,44201.0,2014.0,7875.95,0.0,70.2,0.04524965,0.01420405
733,IL,Macon,Lead (TSP) LC,115.0,110.0,14129.0,2014.0,58.2,0.0,2.0,0.0342724,0.0532932
734,IL,Macon,Ozone,115.0,13.0,44201.0,2014.0,8086.2,0.0,12.5,0.04551309999999999,0.0111658
735,IL,Macon,PM2.5 - Local Conditions,115.0,13.0,88101.0,2015.0,49.0,0.0,11.666666666666666,8.885895333333334,4.347485333333333
736,IL,Macon,Sulfur dioxide,115.0,13.0,42401.0,2014.0,5152.65,0.0,39.1,3.7276412500000005,5.2478167
737,IL,Macoupin,Ozone,117.0,2.0,44201.0,2014.0,5725.45,0.0,31.35,0.044513000000000004,0.011264350000000001
738,IL,Macoupin,Sulfur dioxide,117.0,2.0,42401.0,2014.0,5068.05,0.0,108.2,0.9014633999999999,0.8958668000000001
739,IL,Madison,Lead (TSP) LC,119.0,10.0,14129.0,2014.2222222222222,52.888888888888886,0.0,7.666666666666667,0.03439155555555555,0.0675258888888889
740,IL,Madison,Ozone,119.0,3503.75,44201.0,2014.0,6152.3875,0.0,87.075,0.04730491249999999,0.013091700000000006
741,IL,Madison,PM10 Total 0-10um STP,119.0,674.6666666666666,81102.0,2013.8333333333333,43.5,0.0,5.833333333333333,31.08234116666667,17.135240666666665
742,IL,Madison,PM2.5 - Local Conditions,119.0,1107.4375,88101.0,2015.0,90.109375,43.671875,29.6875,10.589097312500002,5.025851593749999
743,IL,Madison,Sulfur dioxide,119.0,2008.5,42401.0,2014.0,5066.675,0.0,36.05,2.095981525,2.1515041750000004
744,IL,McHenry,Ozone,111.0,1.0,44201.0,2014.0,7881.45,0.0,63.75,0.04291260000000001,0.012361349999999998
745,IL,McHenry,PM2.5 - Local Conditions,111.0,1.0,88101.0,2015.0,43.6,0.4,20.0,9.3711874,5.209296400000001
746,IL,McLean,Ozone,113.0,2003.0,44201.0,2014.0,8035.65,0.0,26.3,0.046809750000000004,0.011534949999999999
747,IL,McLean,PM2.5 - Local Conditions,113.0,2003.0,88101.0,2015.2941176470588,161.8235294117647,0.0,19.11764705882353,8.291096176470587,3.901782
748,IL,Monroe,Sulfur dioxide,133.0,9001.0,42401.0,2016.0,3492.25,0.0,350.0,1.2604544999999998,1.61563625
749,IL,Peoria,Carbon monoxide,143.0,36.0,42101.0,2012.0,8674.5,0.0,51.5,0.5484150000000001,0.22664649999999997
750,IL,Peoria,Lead (TSP) LC,143.0,160.0,14129.0,2012.5,57.0,0.0,3.75,0.0076095,0.0045509999999999995
751,IL,Peoria,Ozone,143.0,512.5,44201.0,2014.0,6770.875,0.0,55.525,0.04374975000000002,0.0114532
752,IL,Peoria,PM2.5 - Local Conditions,143.0,37.0,88101.0,2015.0,47.0,0.0,15.0,8.695340666666665,4.2520066666666665
753,IL,Peoria,Sulfur dioxide,143.0,24.0,42401.0,2014.0,5152.25,0.0,37.8,2.481042049999999,3.5718068
754,IL,Randolph,Ozone,157.0,1.0,44201.0,2014.0,5699.55,0.0,37.65,0.04660575,0.011685899999999997
755,IL,Randolph,PM2.5 - Local Conditions,157.0,1.0,88101.0,2015.2941176470588,206.35294117647058,0.0,20.705882352941178,8.726344294117649,4.356308235294118
756,IL,Randolph,Sulfur dioxide,157.0,1.0,42401.0,2013.5,4987.125,0.0,167.625,1.4373634999999998,1.4844080625000002
757,IL,Rock Island,Ozone,161.0,3002.0,44201.0,2014.0,7740.9,0.0,104.7,0.042201999999999996,0.01067875
758,IL,Rock Island,PM2.5 - Local Conditions,161.0,3002.0,88101.0,2015.0,83.33333333333333,0.0,45.0,8.600067000000001,4.5603810000000005
759,IL,Saint Clair,Carbon monoxide,163.0,10.0,42101.0,2014.0,8358.1,0.0,204.0,0.33210789999999996,0.1432797
760,IL,Saint Clair,Nitrogen dioxide (NO2),163.0,405.55555555555554,42602.0,2013.7777777777778,7556.444444444444,0.0,293.0,13.466158111111108,7.470525055555557
761,IL,Saint Clair,Ozone,163.0,10.0,44201.0,2014.0,7830.6,0.0,72.35,0.045900799999999985,0.0133491
762,IL,Saint Clair,PM2.5 - Local Conditions,163.0,10.0,88101.0,2015.0,48.8,0.4,13.4,10.442420400000003,5.201167000000002
763,IL,Saint Clair,Sulfur dioxide,163.0,10.0,42401.0,2014.0,5130.55,0.0,55.4,1.9957389499999998,2.00364045
764,IL,Sangamon,Carbon monoxide,167.0,8.0,42101.0,2012.0,8747.0,0.0,23.0,0.346193,0.104657
765,IL,Sangamon,Ozone,167.0,14.0,44201.0,2014.0,7966.4,0.0,45.85,0.04464350000000001,0.011289549999999999
766,IL,Sangamon,PM2.5 - Local Conditions,167.0,12.0,88101.0,2015.0,92.66666666666667,0.0,36.0,8.820668999999999,4.465961
767,IL,Sangamon,Sulfur dioxide,167.0,6.0,42401.0,2013.5,5087.375,0.0,91.0,0.9502286250000002,1.4303374999999998
768,IL,Tazewell,Sulfur dioxide,179.0,4.0,42401.0,2014.0,4659.4,0.0,455.8,6.406305349999999,14.892723100000001
769,IL,Wabash,Sulfur dioxide,185.0,1.0,42401.0,2014.0,4855.5,0.0,246.4,3.5367479999999993,5.05592115
770,IL,Whiteside,Lead (TSP) LC,195.0,110.0,14129.0,2012.5,53.0,0.0,3.0,0.016803,0.0212395
771,IL,Will,Ozone,197.0,1011.0,44201.0,2014.0,7838.25,0.0,73.5,0.0436527,0.011028650000000001
772,IL,Will,PM2.5 - Local Conditions,197.0,1007.2758620689655,88101.0,2015.1724137931035,122.55172413793103,0.0,23.79310344827586,8.351911793103447,4.332240379310346
773,IL,Winnebago,Carbon monoxide,201.0,11.0,42101.0,2012.0,8664.5,0.0,35.0,0.396856,0.17669
774,IL,Winnebago,Lead (TSP) LC,201.0,110.0,14129.0,2012.5,55.5,0.0,4.5,0.027988000000000002,0.041999
775,IL,Winnebago,Ozone,201.0,2001.0,44201.0,2014.0,7905.85,0.0,61.6,0.04289195,0.011943699999999998
776,IL,Winnebago,PM2.5 - Local Conditions,201.0,13.0,88101.0,2015.0,80.33333333333333,0.0,22.666666666666668,8.934112,4.568077333333334
777,IN,Allen,Carbon monoxide,3.0,11.0,42101.0,2012.5,8388.25,0.0,203.25,0.5464447499999999,0.33880275000000004
778,IN,Allen,Ozone,3.0,3.0,44201.0,2014.0,3986.025,0.0,28.125,0.04586572499999999,0.010498924999999996
779,IN,Allen,PM2.5 - Local Conditions,3.0,4.0,88101.0,2014.2027027027027,1218.6081081081081,804.0,69.22972972972973,10.236431513513503,6.077517851351357
780,IN,Bartholomew,Nitrogen dioxide (NO2),5.0,7.0,42602.0,2014.5,7034.0,0.0,826.0,5.639340000000001,3.7530223750000005
781,IN,Bartholomew,Ozone,5.0,7.0,44201.0,2014.5,3698.0,0.0,14.5,0.049040749999999994,0.010261187500000001
782,IN,Bartholomew,PM2.5 - Local Conditions,5.0,8.0,88101.0,2015.0,875.9629629629629,0.0,81.37037037037037,9.539982629629636,4.689109074074074
783,IN,Bartholomew,Sulfur dioxide,5.0,7.0,42401.0,2014.5,4590.8125,0.0,56.25,1.9838129375,1.4509389375000001
784,IN,Boone,Ozone,11.0,1.0,44201.0,2014.0,3965.95,0.0,33.85,0.048052,0.011173500000000005
785,IN,Brown,Ozone,13.0,1.0,44201.0,2015.0,3221.5833333333335,0.0,148.0,0.04217283333333333,0.009866
786,IN,Carroll,Ozone,15.0,2.0,44201.0,2014.0,3984.6,0.0,33.7,0.04712475000000001,0.01047365
787,IN,Clark,Ozone,19.0,8.0,44201.0,2014.0,4871.85,0.0,49.7,0.04887449999999999,0.012180949999999998
788,IN,Clark,PM10 Total 0-10um STP,19.0,6.0,81102.0,2014.0,58.0,0.0,3.0,19.027746399999998,8.409381
789,IN,Clark,PM2.5 - Local Conditions,19.0,7.0,88101.0,2014.0,229.1,0.0,15.9,10.05690490000001,4.713415900000001
790,IN,Daviess,Sulfur dioxide,27.0,2.0,42401.0,2014.0,4693.45,0.0,386.8,4.5687611499999985,8.56592105
791,IN,Delaware,Lead (TSP) LC,35.0,9.0,14129.0,2014.2222222222222,61.77777777777778,0.0,4.111111111111111,0.047849222222222224,0.07858344444444443
792,IN,Delaware,Ozone,35.0,10.0,44201.0,2014.0,3937.65,0.0,36.95,0.043743199999999996,0.010000849999999997
793,IN,Delaware,PM2.5 - Local Conditions,35.0,6.0,88101.0,2014.0,118.6,0.0,6.8,9.300230999999998,4.997155000000002
794,IN,Dubois,PM10 Total 0-10um STP,37.0,2001.0,81102.0,2014.0,59.6,0.0,1.6,16.358718800000002,6.977604599999999
795,IN,Dubois,PM2.5 - Local Conditions,37.0,2001.0,88101.0,2014.0,120.4,0.0,2.8,10.256836,4.941238399999998
796,IN,Elkhart,Ozone,39.0,7.0,44201.0,2014.0,4047.75,0.0,16.55,0.0423525,0.01071115
797,IN,Elkhart,PM2.5 - Local Conditions,39.0,8.0,88101.0,2014.1206896551723,1436.0344827586207,921.3103448275862,181.5344827586207,11.093463775862075,6.850792620689655
798,IN,Floyd,Ozone,43.0,1004.0,44201.0,2014.0,4843.15,0.0,60.75,0.047834800000000004,0.012614350000000002
799,IN,Floyd,PM2.5 - Local Conditions,43.0,1004.0,88101.0,2013.9610389610389,1109.4935064935064,467.8961038961039,63.16883116883117,10.257400311688313,5.023178999999997
800,IN,Floyd,Sulfur dioxide,43.0,504.0,42401.0,2014.0,4717.525,0.0,164.4,3.18268115,2.914335800000001
801,IN,Fountain,Sulfur dioxide,45.0,1.0,42401.0,2014.0,4375.45,0.0,213.7,2.8045177500000005,2.5603337999999995
802,IN,Gibson,Sulfur dioxide,51.0,2.0,42401.0,2014.0,4886.15,0.0,219.8,4.450558050000001,6.028668950000001
803,IN,Greene,Ozone,55.0,1.0,44201.0,2014.0,4024.45,0.0,18.7,0.048741900000000005,0.010749600000000002
804,IN,Greene,PM2.5 - Local Conditions,55.0,1.0,88101.0,2014.0,119.6,0.0,2.4,9.253375800000002,4.8809294
805,IN,Hamilton,Ozone,57.0,6.0,44201.0,2014.0,4053.55,0.0,11.15,0.04439549999999999,0.0109016
806,IN,Hamilton,PM2.5 - Local Conditions,57.0,7.0,88101.0,2015.0,1128.6666666666667,0.0,53.7037037037037,9.178151444444447,5.190154407407408
807,IN,Hancock,Ozone,59.0,3.0,44201.0,2013.5,4028.4375,0.0,19.375,0.04140631250000001,0.0100168125
808,IN,Hendricks,Ozone,63.0,4.0,44201.0,2014.0,4038.8,0.0,14.35,0.043203099999999994,0.010242899999999997
809,IN,Henry,PM2.5 - Local Conditions,65.0,3.0,88101.0,2014.0,119.4,0.0,6.2,8.762262200000002,4.668397
810,IN,Howard,PM2.5 - Local Conditions,67.0,3.870967741935484,88101.0,2014.6129032258063,864.3225806451613,0.0,75.6774193548387,9.984650774193552,4.922699451612903
811,IN,Huntington,Ozone,69.0,2.0,44201.0,2014.0,3973.95,0.0,32.95,0.04088485000000001,0.009538100000000002
812,IN,Jackson,Ozone,71.0,1.0,44201.0,2014.0,3817.35,0.0,80.7,0.04567464999999999,0.0103856
813,IN,Jasper,Sulfur dioxide,73.0,2.0,42401.0,2013.5,5096.75,0.0,85.0,1.8185261875000003,2.2541010625
814,IN,Johnson,Ozone,81.0,2.0,44201.0,2014.0,3980.1,0.0,35.5,0.04501815,0.00991435
815,IN,Knox,Ozone,83.0,9991.0,44201.0,2014.0,7838.1,0.0,119.2,0.048349949999999996,0.010728999999999999
816,IN,LaPorte,Ozone,91.0,7.777777777777778,44201.0,2013.7777777777778,4020.3888888888887,0.0,20.166666666666668,0.04609088888888888,0.012078888888888892
817,IN,LaPorte,PM2.5 - Local Conditions,91.0,11.0,88101.0,2014.0,118.2,0.0,3.6,9.148026200000002,5.341847
818,IN,LaPorte,Sulfur dioxide,91.0,5.0,42401.0,2013.0,4816.5,0.0,319.8333333333333,2.167502916666667,3.2110468333333326
819,IN,Lake,Carbon monoxide,89.0,15.0,42101.0,2014.0,8142.5,0.0,332.2,0.5021042999999998,0.24516769999999996
820,IN,Lake,Lead (TSP) LC,89.0,792.2307692307693,14129.0,2013.923076923077,54.19230769230769,0.0,4.3076923076923075,0.021369769230769234,0.042379346153846156
821,IN,Lake,Nitrogen dioxide (NO2),89.0,22.0,42602.0,2014.0,8139.8,0.0,629.8,17.836009800000003,9.743883400000001
822,IN,Lake,Ozone,89.0,733.5714285714286,44201.0,2013.857142857143,3851.160714285714,0.0,64.78571428571429,0.044788589285714296,0.011840964285714286
823,IN,Lake,PM10 Total 0-10um STP,89.0,79.45714285714286,81102.0,2013.8,1291.3142857142857,0.0,53.51428571428571,22.060871685714286,14.411080314285712
824,IN,Lake,PM2.5 - Local Conditions,89.0,415.7169811320755,88101.0,2013.877358490566,712.6792452830189,627.2641509433962,69.21698113207547,11.019910834905641,6.327486754716983
825,IN,Lake,Sulfur dioxide,89.0,1015.0,42401.0,2014.0,4952.35,0.0,203.3,2.757080975,3.414375975
826,IN,Madison,Ozone,95.0,10.0,44201.0,2014.0,3974.35,0.0,33.55,0.04333759999999999,0.010193450000000001
827,IN,Madison,PM2.5 - Local Conditions,95.0,11.0,88101.0,2014.1206896551723,1468.6206896551723,965.6206896551724,139.01724137931035,9.50733256896552,5.366917534482759
828,IN,Marion,Carbon monoxide,97.0,76.875,42101.0,2014.0,8005.9375,0.0,301.34375,0.3994275625000001,0.23811178125000002
829,IN,Marion,Lead (TSP) LC,97.0,68.0,14129.0,2014.0,58.4,0.0,2.4,0.0115608,0.012119666666666667
830,IN,Marion,Nitrogen dioxide (NO2),97.0,79.2,42602.0,2014.2,7628.7,0.0,1047.8,18.22154205,8.83446725
831,IN,Marion,Ozone,97.0,67.43478260869566,44201.0,2014.1304347826087,5202.141304347826,0.0,51.70652173913044,0.04632361956521739,0.011432282608695653
832,IN,Marion,PM10 Total 0-10um STP,97.0,66.67857142857143,81102.0,2013.8214285714287,1452.8214285714287,0.0,139.46428571428572,21.911153785714284,11.563351214285717
833,IN,Marion,PM2.5 - Local Conditions,97.0,74.44642857142857,88101.0,2014.0401785714287,715.9821428571429,262.2857142857143,102.59821428571429,11.357824250000013,5.9877254955357255
834,IN,Marion,Sulfur dioxide,97.0,68.76923076923077,42401.0,2013.7692307692307,4940.2307692307695,0.0,215.30769230769232,3.6768802499999995,6.045049057692308
835,IN,Monroe,PM2.5 - Local Conditions,105.0,3.0,88101.0,2014.0,1848.46,1664.12,92.68,8.105200780000004,4.313213100000001
836,IN,Montgomery,PM2.5 - Local Conditions,107.0,4.0,88101.0,2014.590909090909,299.04545454545456,0.0,8.954545454545455,11.185938727272726,4.6892367727272735
837,IN,Morgan,Ozone,109.0,5.0,44201.0,2014.0,4038.0,0.0,15.35,0.04629105000000001,0.010244450000000002
838,IN,Morgan,Sulfur dioxide,109.0,1001.0,42401.0,2014.0,4866.75,0.0,237.1,4.437392849999999,6.267579799999998
839,IN,Perry,Ozone,123.0,9.0,44201.0,2014.0,4039.6,0.0,12.85,0.04871320000000001,0.011450350000000001
840,IN,Pike,Sulfur dioxide,125.0,5.0,42401.0,2014.0,5011.85,0.0,152.9,5.29448555,9.4083999
841,IN,Porter,Lead (TSP) LC,127.0,27.0,14129.0,2014.0,50.2,0.0,10.6,0.0211778,0.050107
842,IN,Porter,Ozone,127.0,25.0,44201.0,2014.0,3891.075,0.0,54.45,0.04519612499999999,0.011763975000000001
843,IN,Porter,PM10 Total 0-10um STP,127.0,23.23076923076923,81102.0,2013.7692307692307,3214.230769230769,0.0,300.53846153846155,19.22534223076923,16.46117207692308
844,IN,Porter,PM2.5 - Local Conditions,127.0,24.0,88101.0,2014.0967741935483,929.4354838709677,230.48387096774192,97.11290322580645,9.890162290322577,6.289886112903227
845,IN,Porter,Sulfur dioxide,127.0,11.0,42401.0,2014.0,5075.8,0.0,104.8,3.1352312499999995,3.93974605
846,IN,Posey,Ozone,129.0,3.0,44201.0,2014.0,3908.8,0.0,50.4,0.045942899999999995,0.01066545
847,IN,Shelby,Ozone,145.0,1.0,44201.0,2014.0,4053.5,0.0,11.15,0.04691180000000001,0.0105015
848,IN,Spencer,PM2.5 - Local Conditions,147.0,9.0,88101.0,2014.0,117.8,0.0,5.6,9.8514144,4.744199000000001
849,IN,St. Joseph,Nitrogen dioxide (NO2),141.0,15.0,42602.0,2014.0,8036.6,0.0,733.0,12.594187899999998,7.5863749999999985
850,IN,St. Joseph,Ozone,141.0,13.666666666666666,44201.0,2014.0,4009.35,0.0,25.3,0.04538611666666666,0.011253016666666664
851,IN,St. Joseph,PM2.5 - Local Conditions,141.0,15.0,88101.0,2013.969696969697,863.3636363636364,257.030303030303,87.25757575757575,10.468567681818186,5.876461636363634
852,IN,Tippecanoe,PM2.5 - Local Conditions,157.0,8.0,88101.0,2013.8777777777777,1310.1555555555556,951.7111111111111,159.98888888888888,9.880619266666669,5.304572122222223
853,IN,Vanderburgh,Carbon monoxide,163.0,22.0,42101.0,2014.0,8338.1,0.0,228.3,0.3412739,0.33086210000000005
854,IN,Vanderburgh,Nitrogen dioxide (NO2),163.0,21.0,42602.0,2014.0,7976.4,0.0,793.2,12.741266899999998,6.8636997
855,IN,Vanderburgh,Ozone,163.0,17.0,44201.0,2014.0,5416.9,0.0,30.8,0.04831095,0.01151305
856,IN,Vanderburgh,PM10 Total 0-10um STP,163.0,21.0,81102.0,2014.0,59.2,0.0,2.2,16.1197886,7.0410402
857,IN,Vanderburgh,PM2.5 - Local Conditions,163.0,20.38738738738739,88101.0,2014.162162162162,901.918918918919,663.7117117117117,75.96396396396396,10.451791261261262,4.989119378378381
